Word,Category,Co-grouped,Dict id,Display cat,POS,ID,Frequency,Priority,Image,Frame,Morph,,,,,,,,,,
page,,page.n.01,106256697,N,N,,,,,YN,M2_cat,.@physical_object,.@abstraction,.@concrete,.@substance,,,,,,
comic,,comedian.n.01,109940146,N,N,,,,,YN,M2_cat,.@natural,.@human,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
fairytale,,fairytale.n.01,107222581,N,N,,,,,YN,M2_cat,.@abstraction,.@communication,,,,,,,,
cycle,,cycle.n.01,115287830,N,N,,,,,YN,M2_cat,.@abstraction,,,,,,,,,
bus,,bus.n.01,102924116,N,N,,,,,YN,M4_lunch,.@machine,.@object,.@int_control,.@physical_object,.@concrete,.@artifact,,,,
stroller,,saunterer.n.01,110553235,N,N,,,,,YN,M2_cat,.@natural,.@human,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
taxi,,cab.n.03,102930766,N,N,,,,,YN,M2_cat,.@machine,.@object,.@int_control,.@physical_object,.@concrete,.@artifact,.@vehicle,,,
motorcycle,,motorcycle.n.01,103790512,N,N,,,,,YN,M2_cat,.@machine,.@object,.@int_control,.@physical_object,.@concrete,.@artifact,.@vehicle,,,
airplane,,airplane.n.01,102691156,N,N,,,,,YN,M2_cat,.@machine,.@object,.@int_control,.@physical_object,.@concrete,.@artifact,.@vehicle,,,
pet,,pet.n.01,101318894,N,N,,,,,YN,M2_cat,.@natural,.@animal,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
horse,,horse.n.01,102374451,N,N,,,,,YN,M2_cat,.@natural,.@animal,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
cow,,cow.n.01,102403454,N,N,,,,,YN,M2_cat,.@natural,.@animal,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
lion,,lion.n.01,102129165,N,N,,,,,YN,M2_cat,.@natural,.@animal,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
elephant,,elephant.n.01,102503517,N,N,,,,,YN,M2_cat,.@natural,.@animal,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
fish,,fish.n.01,102512053,N,N,,,,,YN,M4_lunch,.@natural,.@animal,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
crocodile,,crocodile.n.01,101697178,N,N,,,,,YN,M2_cat,.@natural,.@animal,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
out,,out.r.01,400232862,D,A,,,,,YA,M0,,,,,,,,,,
bathroom,,bathroom.n.01,102807731,N,N,,,,,YN,M2_cat,.@physical_object,.@concrete,.@artifact,.@object,,,,,,
kitchen,,kitchen.n.01,103619890,N,N,,,,,YN,M2_cat,.@physical_object,.@concrete,.@artifact,.@object,,,,,,
living-room,,living_room.n.01,103679712,N,N,,,,,YN,M2_cat,.@physical_object,.@concrete,.@artifact,.@object,,,,,,
school,,school.n.01,108276720,N,N,,,,,YN,M2_cat,.@abstraction,.@organization,,,,,,,,
cafeteria,,cafeteria.n.01,102935891,N,N,,,,,YN,M2_cat,.@physical_object,.@concrete,.@artifact,.@object,,,,,,
park,,park.n.01,108615149,N,N,,,,,YN,M2_cat,.@physical_object,.@concrete,.@place,.@location,.@object,,,,,
playground,,resort_area.n.01,108640739,N,N,,,,,YN,M2_cat,.@physical_object,.@concrete,.@place,.@location,.@object,,,,,
mad,,huffy.s.02,300115193,D,J,,,,,YJ,M33_sad,,,,,,,,,,
cool,,cool.a.01,302529945,D,J,,,,,YJ,M30_kind,,,,,,,,,,
yummy,,delectable.s.01,302396720,D,J,,,,,YJ,M31_funny,,,,,,,,,,
yucky,,disgusting.s.01,301625893,D,J,,,,,YJ,M31_funny,,,,,,,,,,
open,crane-40.3.2,open.v.01,201346003,V,V,,,,,Y-T,M16_work,,,,,,,,,,
